Job,Link,Company,Date,Rating,Timestamp,City,Internship,Salary,Currency,B/N,Explored,Details,Keywords
Senior Web Developer,job/4496293,WESTUM BULGARIA LTD,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior SQL Developer,job/4496356,Астреа Рикрутмънт ЕООД,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Angular Developer Trainee,job/4496038,Катенейт България ООД,28.08.18,gold,10.09.18,София,1,0,0,0,1,,
Full Stack Developer Trainee,job/4496008,Катенейт България ООД,28.08.18,gold,10.09.18,София,1,0,0,0,1,,
Quality Assurance Specialist,job/4495873,ЛЕВЪЛ 26 ЕООД,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Front-end Developer,job/4495861,ЛЕВЪЛ 26 ЕООД,28.08.18,gold,10.09.18,София,0,2000,BGN,Нето,1,,
Office365 Support Engineer,job/4488565,KPMG IT Service OOD,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
СЪТРУДНИК ОНЛАЙН МАГАЗИН,job/4495589,Lily.BG Ltd,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
"Сервизен инженер - хардуер, софтуер и мрежи",job/4495565,ОРТЕС ООД,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Business System Trainer (SAP trainer) - Finance & Controlling,job/4495540,АТОС БЪЛГАРИЯ КОМПЕТЪНСИ ЦЕНТЪР ЕООД,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Software - Quality Assurance Engineer Manual,job/4495429,Adecco Bulgaria Ltd.,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Програмист /Junior Java Developer/,job/4495295,Unisoft ENGINEERING Ltd,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Оператор въвеждане и обработка на данни,job/4495289,БАШ МАЙСТОРА  ЕООД,28.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
ПРОДАВАЧ - ТЕЛЕФОНИСТ В ОНЛАЙН МАГАЗИН ЗА ПОТРЕБИТЕЛСКИ И ИНДУСТРИАЛНИ СТОКИ,job/4495101,Дуплекс Медия ЕООД,28.08.18,gold,10.09.18,София,0,"('1000', '1500')",BGN,Нето,1,,
HR Manager,job/4495092,MOORCODE SOFIA Ltd.,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Преподавател / Ментор,job/4494987,МАЙНДХЪБ БГ ЕООД,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Field Planning Subject Matter Expert,job/4494867,Hewlett Packard Enterprise / Hewlett-Packard GDBC EOOD,28.08.18,gold,10.09.18,София,0,0,0,0,1,,
Техник поддръжка на електросъоръжения,job/4494788,СИСКОМ ИНЖЕНЕРИНГ ЕАД,27.08.18,gold,10.09.18,София,0,1000,BGN,Нето,1,,
Техник видеонаблюдение,job/4494786,СИСКОМ ИНЖЕНЕРИНГ ЕАД,27.08.18,gold,10.09.18,София,0,"('1100', '1300')",BGN,Нето,1,,
Сплайсьор,job/4494785,СИСКОМ ИНЖЕНЕРИНГ ЕАД,27.08.18,gold,10.09.18,София,0,"('1300', '1500')",BGN,Нето,1,,
Кабелен техник,job/4494783,СИСКОМ ИНЖЕНЕРИНГ ЕАД,27.08.18,gold,10.09.18,София,0,"('1100', '1300')",BGN,Нето,1,,
2D Artist,job/4494735,ДОПАМИН ЕООД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Оператор в склад за IT техника,job/4494734,ГИС ЕООД,27.08.18,gold,10.09.18,Плевен,0,0,0,0,1,,
Copywriter/Копирайтър,job/4494613,Борола ООД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Service Desk Agent with English 24/7 support,job/4494496,ManpowerGroup s.r.o,27.08.18,gold,10.09.18,Brno / Czech Republic,0,"('1900', '2050')",BGN,Бруто,1,,
App Publishing Specialist,job/4494461,Куестърс България ЕООД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior Cloud Engineer – Microsoft Azure,job/4494463,KPMG IT Service OOD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
АДМИНИСТРАТОР ТЕЛЕФОННА ПОДДРЪЖКА - ДИСПЕЧЕР,job/4494435,КАБЕЛНА ТЕЛЕВИЗИЯ ДЕЛТА ООД,27.08.18,gold,10.09.18,Русе,0,0,0,0,1,,
Асистент проекти с Полски/ Румънски/ Турски или Английски,job/4494367,ЕЙЧ АР ЕС СТАФИНГ БЪЛГАРИЯ ЕООД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Инженер безжичен достъп – гр. София,job/4494312,Българска Телекомуникационна Компания,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
PHP Developer,job/4493996,ACCEDIA JSC,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Commercial Administrator,job/4494201,EXPERIAN BULGARIA EAD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Middle Manual QA Engineer,job/4493912,BTI BULGARIA EOOD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Dev Tech Lead,job/4493899,BTI BULGARIA EOOD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
CISCO CERTIFIED ENGINEER,job/4493711,Talent Hunter Ltd.,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
QA Expert,job/4493693,Soft To Run OOD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior Frontend Developer,job/4493409,БУЛАНЕТ ЕООД,27.08.18,gold,10.09.18,Пловдив,0,0,0,0,1,,
IP Services Network Engineer,job/4493664,GREEN APPLE INTERNATIONAL MANAGEMENT SOLUTIONS LTD.,27.08.18,gold,10.09.18,София,0,"('2000', '3000')",BGN,Нето,1,,
Supply Chain Master Data Analyst SAP N20,job/4493534,АКТАВИС ЕАД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Android Developer,job/4493511,BTI BULGARIA EOOD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior iOS Developer,job/4493446,BTI BULGARIA EOOD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Front End Developer with React.js,job/4493375,Chaos Group,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Front End Developer,job/4493354,НЕКСПЪР ООД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Java Developer,job/4492874,Скейл Фокус АД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
"Програмист - C,C++",job/4493262,Drop Monster EOOD,27.08.18,gold,10.09.18,Мездра,0,0,0,0,1,,
Full Stack Developer,job/4493163,Технементалс Технолоджис (България) ЕАД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Търговски представител,job/4493068,ЕВРОТЕХ ЕООД,27.08.18,gold,10.09.18,Пловдив,0,"('766', '1500')",BGN,Бруто,1,,
СЕРВИЗЕН ТЕХНИК,job/4492838,ТЕРПОТЕХ ЕООД,27.08.18,gold,10.09.18,Бургас,0,0,0,0,1,,
Data engineer (Java/ Python),job/4492689,МАТРИКС АЙ ТИ ГЛОБЪЛ СЪРВИСИЗ БЪЛГАРИЯ ЕАД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
QA Manager,job/4492672,WESTUM BULGARIA LTD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Software Development Manager,job/4492671,WESTUM BULGARIA LTD,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Functional Credit Risk Expert in  Risk Management Directorate,job/4492638,ОББ АД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Специалист компютърни мрежи и системи,job/4491733,ЕВРИСТА - ЕООД,27.08.18,gold,10.09.18,София,0,0,0,0,1,,
Process Engineer,job/4491695,Астреа Рикрутмънт ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Mechanical Engineer,job/4491692,Астреа Рикрутмънт ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Младши консултант внедряване и поддръжка на ERP,job/4491674,АНИМО СОФТУЕР ООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Графичен дизайнер,job/4491609,SADIGIRB Ltd,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Project Manager - eCommerce,job/4491655,БИКА Сървисис ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Sales Professional for Software Products for Architects and Engineers,job/4491531,INTERNATIONAL RESOURCE MANAGEMENT EOOD,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Business Development Anti-Piracy - License Compliance Manager,job/4491430,Chaos Group,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Golang Developer,job/4491424,Chaos Group,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Technical Support with German and English (Shifts),job/4491341,BrightPoint Ltd.,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
IT Support Technician (On-site),job/4491377,Top Skills Recruitment Ltd,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior Payroll Specialist,job/4491291,PROS Bulgaria EOOD,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior T24 Administrator,job/4491192,Банктеко ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior Developers,job/4491174,Банктеко ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
"ХАРДУЕРЕН СПЕЦИАЛИСТ, ТЕХНИЧЕСКА ПОДДРЪЖКА на АТМ и ПОС Устройства",job/4477160,Mellon Bulgaria EAD,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior Business Analysts,job/4491164,Банктеко ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior T24 Administrator,job/4491148,Банктеко ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Developer,job/4491135,Банктеко ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Business Analyst,job/4491122,Банктеко ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Service Desk personnel (Help Desk),job/4491096,Банктеко ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
"Mgr, Workforce Intelligence",job/4491093,Coca-Cola European Partners Services Bulgaria EOOD,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
IT Recruiter,job/4491091,Астреа Рикрутмънт ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Global Procurement Services Specialist,job/4491063,Вистеон Електроникс България ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Linux Специалист компютърни системи,job/4491042,ЕВРИСТА - ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Sales Expert,job/4490909,ETN Business Lab Ltd.,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
DBA (Data Intelligence & Reporting Team),job/4490771,ДОПАМИН ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Software Developer Intern,job/4490732,WESTUM BULGARIA LTD,24.08.18,gold,10.09.18,София,1,0,0,0,1,,
DevOps Engineer,job/4490662,Бианор Сървисиз ЕООД,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Audio DSP Engineer,job/4490603,Smule Bulgaria EOOD,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Implementation Consultant,job/4490566,PROS Bulgaria EOOD,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Machine Learning Engineer,job/4490546,Smule Bulgaria EOOD,24.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior Python Developer,job/4470548,key2market EOOD,24.08.18,gold,10.09.18,София,0,"('3000', '5000')",EUR,Бруто,1,,
ETRM Lead Developer,job/4490381,ROITI Ltd,24.08.18,gold,10.09.18,Велико Търново,0,0,0,0,1,,
Solutions Architect,job/4490124,MentorMate Bulgaria Ltd.,24.08.18,gold,10.09.18,Пловдив,0,0,0,0,1,,
СЪТРУДНИК ДИСТАНЦИОННИ ПРОДАЖБИ,job/4489904,Енигма Технолоджи АД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Java Developer – Experian Data Quality,job/4489913,EXPERIAN BULGARIA EAD,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Security Specialist - Cybersecurity,job/4489856,DXC Technology / Enterprise Services Bulgaria EOOD,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
"Hybrid Offering Solution Architect - Cloud, Platform and ITO",job/4489844,DXC Technology / Enterprise Services Bulgaria EOOD,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Load Test Engineer,job/4489716,Астреа Рикрутмънт ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
IT HELP DESK ADMINISTRATOR/TECHNICIAN,job/4482757,ПУБЛИКС ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Experienced QA Developer - Mobile Applications,job/4489708,Астреа Рикрутмънт ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Full Stack Developer,job/4489703,Астреа Рикрутмънт ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior Front-end Developer for Multinational Company,job/4489704,Астреа Рикрутмънт ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
СЕРВИЗЕН ТЕХНИК НА МОБИЛНИ ТЕЛЕФОНИ,job/4489651,БУЛГРАМ ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
SAP BPM Consultant,job/4489647,АТОС БЪЛГАРИЯ КОМПЕТЪНСИ ЦЕНТЪР ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Data Management Team Leader,job/4489609,АТОС БЪЛГАРИЯ КОМПЕТЪНСИ ЦЕНТЪР ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
PHP Developer,job/4489559,БМФН ЕЮ ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
QA Data Analyst,job/4489560,ДОПАМИН ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Front-end Developer,job/4489568,БМФН ЕЮ ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
PHP Developer,job/4489566,БМФН ЕЮ ЕООД,23.08.18,gold,10.09.18,Благоевград,0,0,0,0,1,,
Front-end Developer,job/4489569,БМФН ЕЮ ЕООД,23.08.18,gold,10.09.18,Благоевград,0,0,0,0,1,,
Project Manager - Technical Compliance,job/4489557,ДОПАМИН ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
СЪТРУДНИК ОНЛАЙН МАГАЗИН,job/4477238,ТЕНДЕНЗ ГРУП ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Project Manager,job/4489525,АЙСОБАР КОМЪРС ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior Analytics Engineer,job/4489371,EXPERIAN BULGARIA EAD,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Технически персонал за монтаж на слаботокови инсталации,job/4489437,D&D ENGINEERING Ltd.,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior DevOps Engineer,job/4489110,Куестърс България ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
JAVA Developer Middle level,job/4489098,Hi Way Jobs Ltd,23.08.18,gold,10.09.18,София,0,"('2000', '4000')",BGN,Нето,1,,
Front-End Web Developer,job/4489046,Secure Group Lab OOD,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
.NET Developer - Hunter,job/4488831,EXPERIAN BULGARIA EAD,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Researcher with marketing background,job/4488840,СПОТС МЕДИА ООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
"Internship, Query Handling with English language skills (Order to cash team)",job/4488672,Coca-Cola European Partners Services Bulgaria EOOD,23.08.18,gold,10.09.18,София,1,0,0,0,1,,
Системен администратор,job/4488664,ТРЕНКВАЛДЕР ЕООД,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
"EXPERT IT PROCUREMENT, CENTRAL OPERATIONS DIVISION",job/4488636,Пощенска банка,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Unix/Linux Engineer,job/4488340,DXC Technology / Enterprise Services Bulgaria EOOD,23.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior QA Engineer- Global Software Group,job/4487979,EXPERIAN BULGARIA EAD,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Java Developer- Global Software Group,job/4487977,EXPERIAN BULGARIA EAD,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Java Developer,job/4487884,Бианор Сървисиз ЕООД,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Senior QA,job/4487881,Бианор Сървисиз ЕООД,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Test Analyst,job/4487847,EXPERIAN BULGARIA EAD,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Field Support Engineer,job/4487762,ВЕРИНТ СИСТЕМС БЪЛГАРИЯ ЕООД,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Project Coordinator,job/4487450,ИЗИ КОНСУЛТ ООД,22.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
Project Coordinator,job/4487492,ИЗИ КОНСУЛТ ООД,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Workplace Device Services Associate,job/4487485,DXC Technology / Enterprise Services Bulgaria EOOD,22.08.18,gold,10.09.18,София,0,"('1950', '3100')",BGN,Бруто,1,,
Senior Business Analyst - Device Team,job/4487328,EXPERIAN BULGARIA EAD,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
ТЕХНИК КАБЕЛНИ МРЕЖИ И ИНСТАЛАЦИИ,job/4487389,НЕТУОРКС-БЪЛГАРИЯ ЕООД,22.08.18,gold,10.09.18,Търговище,0,"('850', '1300')",BGN,Бруто,1,,
Front-End developer,job/4487331,MOORCODE SOFIA Ltd.,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
.NET Software Developer,job/4487280,СИИФОКС ООД,22.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
B2C Technical Support,job/4487187,BlockEx LTD,22.08.18,gold,10.09.18,София,0,"('1600', '2000')",BGN,Нето,1,,
B2B Technical Support,job/4487177,BlockEx LTD,22.08.18,gold,10.09.18,София,0,"('1600', '2200')",BGN,Нето,1,,
C# Developers,job/4487106,ИНТЕРПЕЙ БЪЛГАРИЯ ЕООД,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Техник за интернет мрежи,job/4487024,БОЛ БГ ИЗТОК ООД,22.08.18,gold,10.09.18,София,0,"('900', '1500')",BGN,Нето,1,,
Инженер ПТО,job/4486814,СИСКОМ ИНЖЕНЕРИНГ ЕАД,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
CRM Specialist,job/4486773,Chaos Group,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Младши мениджър клиенти,job/4486715,Випимекс ООД,22.08.18,gold,10.09.18,Плевен,0,0,0,0,1,,
Intern - Web Design & Digital Marketing,job/4486200,БРЕЙНБРОКЕР БГ ЕООД,22.08.18,gold,10.09.18,София,1,"('500', '600')",BGN,Бруто,1,,
Багерист на мини багер,job/4486221,Тераком - ТС ООД,22.08.18,gold,10.09.18,София,0,"('900', '1000')",BGN,Нето,1,,
JAVA DEVELOPER,job/4486223,Апойнт Партнърс ООД,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior System Administrator,job/4486051,ТРЕНКВАЛДЕР ЕООД,22.08.18,gold,10.09.18,София,0,0,0,0,1,,
DIGITAL MARKETING SPECIALIST,job/4485996,МЕНПАУЪР БЪЛГАРИЯ ООД,21.08.18,gold,10.09.18,София,0,"('1500', '2300')",BGN,Бруто,1,,
Офис сътрудник с Немски/ Румънски или Френски език,job/4485907,ЕЙЧ АР ЕС СТАФИНГ БЪЛГАРИЯ ЕООД,21.08.18,gold,10.09.18,София,0,0,0,0,1,,
Administrative Assistant (Contract role),job/4485853,VMware Bulgaria,21.08.18,gold,10.09.18,София,0,0,0,0,1,,
Инсталатор на IP телевизия и Интернет,job/4485777,СИСКОМ ИНЖЕНЕРИНГ ЕАД,21.08.18,gold,10.09.18,София,0,"('1100', '1400')",BGN,Бруто,1,,
Стажант Младши програмист,job/4485729,A Data Pro Ltd.,21.08.18,gold,10.09.18,София,1,0,0,0,1,,
Full-Stack Java Developer,job/4485661,СИМВОЛИ Апликейшънс ООД,21.08.18,gold,10.09.18,Дистанционна работа,0,0,0,0,1,,
Техник електронни системи за сигурност,job/4485437,ВИП СЕКЮРИТИ ЕООД,21.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
BI Test Analyst,job/4485307,EXPERIAN BULGARIA EAD,21.08.18,gold,10.09.18,София,0,0,0,0,1,,
EXPERIENCED SOFTWARE DEVELOPER,job/4485343,Би Ди Си България ООД,21.08.18,gold,10.09.18,Пловдив,0,0,0,0,1,,
Java Developer,job/4485267,INFOLEVEN LTD,21.08.18,gold,10.09.18,София,0,0,0,0,1,,
Back-End Developer,job/4485286,INFOLEVEN LTD,21.08.18,gold,10.09.18,София,0,0,0,0,1,,
CMS Devepoler,job/4485248,INFOLEVEN LTD,21.08.18,gold,10.09.18,София,0,0,0,0,1,,
ЕЛЕКТРОТЕХНИЦИ,job/4484946,ВАРНА ЛАЙФ ЕООД/ THE CULT,21.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
Manual QA Engineer,job/4484897,Ай Джи Софт ЕООД,21.08.18,gold,10.09.18,София,0,0,0,0,1,,
Сервизен ТЕХНИК,job/4484839,Техносистем България ООД,21.08.18,gold,10.09.18,Шумен,0,"('500', '1000')",BGN,Нето,1,,
Solution Specialist Datacenter Services,job/4484569,ДАЙНАМИК СОЛЮШЪНС ГРУП АД,21.08.18,gold,10.09.18,София,0,0,0,0,1,,
Wintel Server Administrator,job/4484190,ТАКСБЕК ЕООД,21.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
Сервизен техник,job/4484122,АРБИКАС ООД,21.08.18,gold,10.09.18,София,0,"('900', '1400')",BGN,Бруто,1,,
Technical Support Specialist - B2B/B2C,job/4483714,BrightPoint Ltd.,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
C# .Net Developer,job/4483653,Коджито ЕООД,20.08.18,gold,10.09.18,Дистанционна работа,0,0,0,0,1,,
ОПЕРАТОР CAD/CAM-СИСТЕМИ,job/4483652,МЕДИКО-ДЕНТАЛЕН ЦЕНТЪР СУИС ДЕНТАПРАЙМ ЕООД,20.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
Software Engineering Manager,job/4483193,Fourth Bulgaria EOOD,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
UI & UX Design Specialist,job/4482700,ТАКСБЕК ЕООД,20.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
Full-stack software developer,job/4482651,МАТРИКС АЙ ТИ ГЛОБЪЛ СЪРВИСИЗ БЪЛГАРИЯ ЕАД,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
Стажанти - Инженерна Академия Вистеон,job/4483009,Вистеон Електроникс България ЕООД,20.08.18,gold,10.09.18,София,1,0,0,0,1,,
Service Desk Team Lead,job/4474607,MELEXIS BULGARIA ltd.,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
Business Development Expert,job/4480872,ЕфЕмСи ЕООД,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Identity and Access Management Administrator,job/4482882,DXC Technology / Enterprise Services Bulgaria EOOD,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
Web Designer,job/4482391,PERFOMALIS Ltd,20.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
Social Media Marketing Specialist,job/4482361,PAGE RULES LTD.,20.08.18,gold,10.09.18,Пловдив,0,"('700', '1400')",BGN,Бруто,1,,
Android Developer,job/4482294,Adastra Bulgaria Ltd.,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
ETL Developer,job/4482304,Adastra Bulgaria Ltd.,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
Android Developer,job/4482286,Adastra Bulgaria Ltd.,20.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
iOS Developer,job/4482274,Adastra Bulgaria Ltd.,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
iOS Developer,job/4482263,Adastra Bulgaria Ltd.,20.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
Program Manager,job/4482207,АЙСОБАР КОМЪРС ЕООД,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
JavaScript Developer,job/4482187,АЙСОБАР КОМЪРС ЕООД,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
Quality Assurance Intern,job/4481838,EXPERIAN BULGARIA EAD,20.08.18,gold,10.09.18,София,1,0,0,0,1,,
E-MAIL and CHAT support with French/ Italian/ German,job/4481809,ЕЙЧ АР ЕС СТАФИНГ БЪЛГАРИЯ ЕООД,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
Специалист внедряване на икономически софтуер - модул счетоводство ( ERP ),job/4481651,Unisoft ENGINEERING Ltd,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
Test / QA Analyst - ISTQB certified only,job/4481404,Технест Софтуер Сълюшънс ЕООД,20.08.18,gold,10.09.18,София,0,0,0,0,1,,
ТЕХНИК КАБЕЛНИ МРЕЖИ И ИНСТАЛАЦИИ - СОФИЯ,job/4481135,НЕТУОРКС-БЪЛГАРИЯ ЕООД,20.08.18,gold,10.09.18,София,0,"('1000', '1450')",BGN,Бруто,1,,
ТЕХНИК-ИНЖЕНЕР ОПТИЧНИ МРЕЖИ,job/4481153,Gigafiber.bg LTD,20.08.18,gold,10.09.18,София,0,"('1300', '2000')",BGN,Бруто,1,,
Executive Assistant,job/4480889,ЕфЕмСи ЕООД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Junior Quality Assurance Engineer - Temporary replacement maternity cover,job/4480568,Playtech Bulgaria Ltd,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Territory Channel Manager,job/4480547,Chaos Group,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Back-end Developer,job/4480518,СПОТ АДВЪРТАЙЗИНГ  ЕООД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
SCRUM MASTER,job/4480458,Меншън Технолъджи енд Опърейшънс Сентър ЕООД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Graphic / Web designer,job/4480445,ПОЛАРИКА ЕООД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Customer Support Agent with English,job/4480436,МЕНПАУЪР БЪЛГАРИЯ ООД,17.08.18,gold,10.09.18,София,0,"('1300', '1400')",BGN,Нето,1,,
Junior Back-end Product Manager,job/4480363,Париплей България ЕООД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
МЕНИДЖЪР ПРОДУКТОВО РАЗВИТИЕ – направление Образование,job/4480251,ОРАК - ИНЖЕНЕРИНГ ЕООД,17.08.18,gold,10.09.18,Пловдив,0,0,0,0,1,,
Cloud Security Engineer,job/4480240,ТЕХНОФАЙ ЕООД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Technical support,job/4480202,ИЗИ КОНСУЛТ ООД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
PHP BACK-END DEVELOPER,job/4480201,Bulwork,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Главен Приложен Администратор Репортинг в Дирекция „ИТ Приложения“,job/4480098,ОББ АД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Finance and Accounting Expert,job/4479973,Скейл Фокус АД,17.08.18,gold,10.09.18,София,0,0,0,0,1,,
Business Intelligence and Data Analysis Specialist,job/4479713,ТАКСБЕК ЕООД,17.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
Junior .NET Software Developer,job/4479702,СИИФОКС ООД,17.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
QA Specialist,job/4479708,ТАКСБЕК ЕООД,17.08.18,gold,10.09.18,Варна,0,0,0,0,1,,
